elo,status,motivo,subtipoPlan,dataMax,itauId,pay99Id,idsDesparear,bancosSys,somaPlan
10239,IGNORAR,nao_itau_only,,2023-05-19,,,,,0
10240,IGNORAR,nao_itau_only,,2023-02-11,,,,,0
10241,IGNORAR,nao_itau_only,,2023-01-11,,,,,0
10242,IGNORAR,nao_itau_only,,2021-11-10,,,,,0
10243,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_3,2023-04-17,,,,3+1,315.84
10244,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_3,2023-04-17,,,,3+1,499.99
10245,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_3,2023-04-14,,,,3+1,3417.26
10246,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_3,2023-04-13,,,,3+1,243.39
10247,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_3,2023-04-03,,,,3+1,159.26
10248,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_3,2023-04-03,,,,3+1,148.39
10249,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_3,2023-03-31,,,,3+1,3735.01
10250,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_3,2023-03-30,,,,3+1,5937.99
10251,IGNORAR,nao_itau_only,,2023-04-05,,,,4+1,0
10252,IGNORAR,nao_itau_only,,2023-04-10,,,,4+1,0
10253,IGNORAR,nao_itau_only,,2023-04-14,,,,4+1,0
10254,IGNORAR,nao_itau_only,,2023-04-25,,,,1,0
10255,IGNORAR,nao_itau_only,,2023-06-25,,,,1,0
10256,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_5,2023-03-07,,,,5+1,-1035.47
10257,IGNORAR,nao_itau_only,,2023-04-25,,,,1,0
10258,IGNORAR,nao_itau_only,,2023-02-09,,,,11+1,0
10259,IGNORAR,nao_itau_only,,2023-06-25,,,,1,0
10260,IGNORAR,nao_itau_only,,2023-04-25,,,,1,0
10261,IGNORAR,nao_itau_only,,2023-04-25,,,,1,0
10262,IGNORAR,nao_itau_only,,2023-04-25,,,,1,0
10263,IGNORAR,nao_itau_only,,2023-06-25,,,,1,0
10264,IGNORAR,nao_itau_only,,2023-04-17,,,,1,0
10265,IGNORAR,nao_itau_only,,2023-04-17,,,,1,0
10266,IGNORAR,nao_itau_only,,2023-04-17,,,,1,0
10267,IGNORAR,nao_itau_only,,2023-02-14,,,,11+5,-24.6
10268,IGNORAR,nao_itau_only,,2023-02-14,,,,11+5,-40.02
10269,IGNORAR,nao_itau_only,,2023-02-14,,,,11+5,-12.34
10270,IGNORAR,nao_itau_only,,2023-02-14,,,,11+5,-78.98
10271,IGNORAR,nao_itau_only,,2023-02-01,,,,11+1,0
10272,IGNORAR,nao_itau_only,,2023-02-01,,,,11+1,0
10273,IGNORAR,nao_itau_only,,2023-01-11,,,,1,0
10274,IGNORAR,nao_itau_only,,2023-04-25,,,,19,0
10275,IGNORAR,nao_itau_only,,2023-05-25,,,,1,0
10276,IGNORAR,nao_itau_only,,2023-05-25,,,,,0
10277,IGNORAR,nao_itau_only,,2023-05-25,,,,,0
10278,IGNORAR,nao_itau_only,,2023-04-25,,,,,0
10279,IGNORAR,nao_itau_only,,2023-03-25,,,,,0
10280,IGNORAR,nao_itau_only,,2023-04-25,,,,,0
10281,IGNORAR,nao_itau_only,,2023-04-25,,,,4+1,0
10282,IGNORAR,nao_itau_only,,2023-04-25,,,,4+1,0
10283,IGNORAR,nao_itau_only,,2023-04-25,,,,4+1,0
10284,IGNORAR,nao_itau_only,,2023-04-25,,,,4+1,0
10285,IGNORAR,nao_itau_only,,2023-04-24,,,,4+1,0
10286,IGNORAR,nao_itau_only,,2023-04-20,,,,4+1,0
10287,IGNORAR,nao_itau_only,,2023-04-20,,,,4+1,0
10288,IGNORAR,nao_itau_only,,2023-04-20,,,,4+1,0
10289,IGNORAR,nao_itau_only,,2023-04-20,,,,4+1,0
10290,IGNORAR,nao_itau_only,,2023-04-20,,,,4+1,0
10291,IGNORAR,nao_itau_only,,2023-04-19,,,,4+1,0
10292,IGNORAR,nao_itau_only,,2023-04-19,,,,4+1,0
10293,IGNORAR,nao_itau_only,,2023-03-25,,,,,0
10294,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_3,2023-04-24,,,,3+1,187.38
10295,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_3,2023-04-28,,,,3+1,4509.74
10296,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_3,2023-04-26,,,,3+1,1300
10298,IGNORAR,nao_itau_only,,2023-04-24,,,,4+1,0
10299,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_3,2023-04-19,,,,3+1,4077.11
10302,IGNORAR,nao_itau_only,,2023-04-24,,,,2+1,0
10303,IGNORAR,nao_itau_only,,2023-04-20,,,,,0
10304,IGNORAR,nao_itau_only,,2023-03-02,,,,,0
10305,IGNORAR,nao_itau_only,,2023-02-28,,,,,0
10306,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_5,2023-04-18,,,,5+1,61
10307,IGNORAR,nao_itau_only,,2023-04-25,,,,4+1,0
10308,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_SAME_BANK,2023-03-31,,,,1,0
10309,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_3,2023-04-12,,,,3+1,63.39
10310,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_SAME_BANK,2023-04-27,,,,1,0
10311,IGNORAR,nao_itau_only,,2021-06-25,,,,19+1,0
10312,IGNORAR,nao_itau_only,,2021-12-25,,,,19,0
10313,IGNORAR,nao_itau_only,,2022-04-25,,,,19,0
10314,IGNORAR,nao_itau_only,,2023-03-10,,,,,0
10315,IGNORAR,nao_itau_only,,2023-03-25,,,,19,0
10316,IGNORAR,nao_itau_only,,2023-04-25,,,,19,0
10317,IGNORAR,nao_itau_only,,2022-05-25,,,,19,0
10318,IGNORAR,nao_itau_only,,2022-08-25,,,,19,0
10319,IGNORAR,nao_itau_only,,2022-09-25,,,,19,0
10320,IGNORAR,nao_itau_only,,2022-12-27,,,,,0
10321,IGNORAR,nao_itau_only,,2022-10-25,,,,19,0
10322,IGNORAR,nao_itau_only,,2022-11-25,,,,19,0
10323,IGNORAR,nao_itau_only,,2022-12-25,,,,19,0
10324,IGNORAR,nao_itau_only,,2023-01-25,,,,19,0
10325,IGNORAR,nao_itau_only,,2023-02-25,,,,19,0
10326,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_3,2023-05-02,,,,3+1,250
10327,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_3,2023-05-02,,,,3+1,972.86
10328,IGNORAR,nao_itau_only,,2023-04-10,,,,,0
10329,IGNORAR,nao_itau_only,,2023-05-05,,,,,0
10330,IGNORAR,nao_itau_only,,2023-05-05,,,,,0
10331,IGNORAR,nao_itau_only,,2023-05-08,,,,4+1,0
10332,IGNORAR,nao_itau_only,,2023-05-04,,,,,0
10333,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_3,2023-05-05,,,,3+1,761.65
10334,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_3,2023-05-04,,,,3+1,429.68
10335,IGNORAR,nao_itau_only,,2023-05-04,,,,4+1,0
10336,IGNORAR,nao_itau_only,,2023-05-04,,,,4+1,0
10337,IGNORAR,nao_itau_only,,2023-05-05,,,,4+1,0
10338,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_5,2023-05-03,,,,5+1,175
10339,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_5,2023-05-05,,,,5+1,781.2
10340,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_5,2023-05-04,,,,5+1,583.61
10341,IGNORAR,nao_itau_only,,2023-05-09,,,,,0
10342,IGNORAR,nao_itau_only,,2023-05-09,,,,,0
10343,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_3,2023-05-12,,,,3+1,377.66
10344,IGNORAR,nao_itau_only,,2023-05-12,,,,,0
10345,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_3,2023-05-11,,,,3+1,782.39
10346,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_3,2023-05-09,,,,3+1,250
10347,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_5,2023-05-15,,,,5+1,1545
10349,IGNORAR,nao_itau_only,,2023-05-15,,,,,0
10350,IGNORAR,nao_itau_only,,2023-05-05,,,,,0
10351,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_5,2023-05-10,,,,5+1,177.05
10352,IGNORAR,nao_itau_only,,2023-05-10,,,,4,0
10353,IGNORAR,nao_itau_only,,2023-05-19,,,,4+1,0
10354,IGNORAR,nao_itau_only,,2023-05-11,,,,4+1,0
10355,IGNORAR,nao_itau_only,,2023-05-25,,,,,0
10356,IGNORAR,nao_itau_only,,2023-05-25,,,,,0
10357,IGNORAR,nao_itau_only,,2023-05-25,,,,,0
10358,IGNORAR,nao_itau_only,,2023-05-25,,,,,0
10359,IGNORAR,nao_itau_only,,2023-05-25,,,,1,0
10360,IGNORAR,nao_itau_only,,2023-05-22,,,,4+1,0
10361,IGNORAR,nao_itau_only,,2023-05-25,,,,19,0
10362,IGNORAR,nao_itau_only,,2023-05-25,,,,1,0
10363,IGNORAR,nao_itau_only,,2023-08-25,,,,1,0
10364,IGNORAR,nao_itau_only,,2023-05-25,,,,1,0
10365,IGNORAR,nao_itau_only,,2023-05-25,,,,1,0
10366,IGNORAR,nao_itau_only,,2023-05-25,,,,1,0
10367,IGNORAR,nao_itau_only,,2023-07-25,,,,1,0
10368,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_3,2023-05-22,,,,3+1,103.93
10369,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_3,2023-05-19,,,,3+1,1000
10370,IGNORAR,nao_itau_only,,2023-05-18,,,,1,0
10371,IGNORAR,nao_itau_only,,2023-05-10,,,,,0
10372,IGNORAR,nao_itau_only,,2023-05-10,,,,,0
10373,IGNORAR,nao_itau_only,,2023-05-22,,,,,0
10374,IGNORAR,nao_itau_only,,2023-05-04,,,,,0
10375,IGNORAR,nao_itau_only,,2023-03-31,,,,,0
10376,IGNORAR,nao_itau_only,,2023-05-16,,,,,0
10378,IGNORAR,nao_itau_only,,2023-04-25,,,,19,0
10379,IGNORAR,nao_itau_only,,2023-03-25,,,,19,0
10380,IGNORAR,nao_itau_only,,2023-02-13,,,,,0
10381,IGNORAR,nao_itau_only,,2023-04-19,,,,19,0
10382,IGNORAR,nao_itau_only,,2023-01-10,,,,,0
10383,IGNORAR,nao_itau_only,,2023-02-10,,,,19,0
10384,IGNORAR,nao_itau_only,,2022-12-12,,,,,0
10385,IGNORAR,nao_itau_only,,2023-01-10,,,,19,0
10386,IGNORAR,nao_itau_only,,2022-12-10,,,,19,0
10387,IGNORAR,nao_itau_only,,2022-11-10,,,,,0
10388,IGNORAR,nao_itau_only,,2022-11-18,,,,,0
10389,IGNORAR,nao_itau_only,,2022-12-10,,,,,0
10390,IGNORAR,nao_itau_only,,2022-10-10,,,,,0
10391,IGNORAR,nao_itau_only,,2022-10-10,,,,,0
10392,IGNORAR,nao_itau_only,,2022-10-10,,,,,0
10393,IGNORAR,nao_itau_only,,2022-11-10,,,,19,0
10394,IGNORAR,nao_itau_only,,2022-09-12,,,,,0
10395,IGNORAR,nao_itau_only,,2022-10-10,,,,19,0
10396,IGNORAR,nao_itau_only,,2022-09-12,,,,,0
10397,IGNORAR,nao_itau_only,,2022-08-10,,,,,0
10398,IGNORAR,nao_itau_only,,2022-08-15,,,,,0
10399,IGNORAR,nao_itau_only,,2022-09-10,,,,19,0
10400,IGNORAR,nao_itau_only,,2022-08-10,,,,,0
10401,IGNORAR,nao_itau_only,,2022-07-12,,,,,0
10402,IGNORAR,nao_itau_only,,2022-07-11,,,,,0
10403,IGNORAR,nao_itau_only,,2022-08-10,,,,19,0
10404,IGNORAR,nao_itau_only,,2022-08-15,,,,,0
10405,IGNORAR,nao_itau_only,,2023-06-10,,,,,0
10406,IGNORAR,nao_itau_only,,2023-06-10,,,,,0
10407,IGNORAR,nao_itau_only,,2023-06-10,,,,,645.83
10408,IGNORAR,nao_itau_only,,2022-05-10,,,,,0
10409,IGNORAR,nao_itau_only,,2022-05-10,,,,,0
10410,IGNORAR,nao_itau_only,,2022-05-16,,,,,0
10411,IGNORAR,nao_itau_only,,2022-05-10,,,,,898.38
10412,IGNORAR,nao_itau_only,,2022-05-09,,,,,0
10413,IGNORAR,nao_itau_only,,2022-04-11,,,,,0
10414,IGNORAR,nao_itau_only,,2022-05-10,,,,19,0
10415,IGNORAR,nao_itau_only,,2022-05-05,,,,,0
10416,IGNORAR,nao_itau_only,,2023-03-10,,,,,0
10417,IGNORAR,nao_itau_only,,2023-03-10,,,,,0
10418,IGNORAR,nao_itau_only,,2023-03-10,,,,,0
10419,IGNORAR,nao_itau_only,,2023-03-10,,,,,0
10420,IGNORAR,nao_itau_only,,2023-02-10,,,,,0
10421,IGNORAR,nao_itau_only,,2023-02-10,,,,,0
10422,IGNORAR,nao_itau_only,,2023-02-10,,,,,0
10423,IGNORAR,nao_itau_only,,2023-02-10,,,,19,0
10424,IGNORAR,nao_itau_only,,2023-02-10,,,,19,0
10425,IGNORAR,nao_itau_only,,2023-05-25,,,,,0
10426,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_SAME_BANK,2023-05-29,,,,1,0
10427,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_SAME_BANK,2023-05-26,,,,1,0
10428,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_SAME_BANK,2023-06-06,,,,1,0
10429,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_SAME_BANK,2023-06-09,,,,1,0
10430,IGNORAR,nao_itau_only,,2024-03-10,,,,,0
10431,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_SAME_BANK,2023-06-09,,,,1,0
10432,IGNORAR,nao_itau_only,,2023-06-09,,,,,0
10433,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_SAME_BANK,2023-06-07,,,,1,0
10434,IGNORAR,nao_itau_only,,2023-06-13,,,,,0
10435,IGNORAR,nao_itau_only,,2023-06-20,,,,,0
10436,IGNORAR,nao_itau_only,,2022-05-17,,,,,0
10437,IGNORAR,nao_itau_only,,2023-06-25,,,,1,0
10439,IGNORAR,nao_itau_only,,2023-07-25,,,,1,0
10440,IGNORAR,nao_itau_only,,2023-06-25,,,,,0
10441,IGNORAR,nao_itau_only,,2023-06-19,,,,4,0
10442,IGNORAR,nao_itau_only,,2023-06-12,,,,4+1,0
10443,IGNORAR,nao_itau_only,,2023-06-10,,,,,0
10444,IGNORAR,nao_itau_only,,2023-06-10,,,,,0
10445,IGNORAR,nao_itau_only,,2023-06-10,,,,,0
10446,IGNORAR,nao_itau_only,,2023-06-10,,,,,0
10447,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_3,2023-06-05,,,,3+1,7313.4
10448,IGNORAR,nao_itau_only,,2023-06-14,,,,4+1,0
10452,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_3,2023-06-26,,,,3+1,645.08
10453,IGNORAR,nao_itau_only,,2023-07-25,,,,1,0
10454,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_3,2023-05-24,,,,3+1,883.68
10455,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_3,2023-05-25,,,,3+1,509.58
10456,IGNORAR,nao_itau_only,,2023-06-05,,,,4+1,0
10457,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_3,2023-06-09,,,,3+1,10795.57
10458,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_3,2023-06-19,,,,3+1,250
10459,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_3,2023-06-20,,,,3+1,182.26
10460,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_3,2023-06-26,,,,3+1,250
10461,IGNORAR,nao_itau_only,,2023-06-28,,,,4+1,0
10462,IGNORAR,nao_itau_only,,2023-07-03,,,,4+1,0
10463,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_3,2023-07-03,,,,3+1,250
10465,IGNORAR,nao_itau_only,,2023-07-06,,,,4+1,0
10466,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_SAME_BANK,2023-07-10,,,,1,0
10467,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_5,2023-07-11,,,,5+1,1400
10468,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_3,2023-07-12,,,,3+1,9181.8
10469,IGNORAR,nao_itau_only,,2023-07-10,,,,4+1,0
10470,IGNORAR,nao_itau_only,,2023-07-10,,,,4+1,0
10471,IGNORAR,nao_itau_only,,2024-03-10,,,,1,0
10473,IGNORAR,nao_itau_only,,2023-07-05,,,,,0
10474,IGNORAR,nao_itau_only,,2023-07-04,,,,,0
10475,IGNORAR,nao_itau_only,,2023-07-04,,,,,0
10476,IGNORAR,nao_itau_only,,2023-07-03,,,,,0
10477,IGNORAR,nao_itau_only,,2023-07-03,,,,,0
10478,IGNORAR,nao_itau_only,,2023-07-03,,,,,0
10479,IGNORAR,nao_itau_only,,2023-07-05,,,,,0
10480,IGNORAR,nao_itau_only,,2023-07-06,,,,,0
10481,IGNORAR,nao_itau_only,,2023-07-13,,,,,0
10482,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_SAME_BANK,2023-06-09,,,,1,0
10483,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_3,2023-07-17,,,,3+1,1058.89
10484,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_5,2023-07-14,,,,5+1,145
10485,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_5,2023-06-29,,,,5+1,498.94
10486,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_5,2023-06-23,,,,5+1,112.85
10487,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_5,2023-06-16,,,,5+1,260.2
10488,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_5,2023-06-15,,,,5+1,145
10489,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_5,2023-06-09,,,,5+1,611.11
10490,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_5,2023-06-09,,,,5+1,1400
10491,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_5,2023-05-31,,,,5+1,2593.02
10492,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_5,2023-05-26,,,,5+1,261.12
10493,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_5,2023-05-25,,,,5+1,1071.37
10496,IGNORAR,nao_itau_only,,2023-07-25,,,,,0
10497,IGNORAR,nao_itau_only,,2023-07-25,,,,,0
10498,IGNORAR,nao_itau_only,,2023-07-25,,,,,0
10499,IGNORAR,nao_itau_only,,2023-07-25,,,,,0
10500,IGNORAR,nao_itau_only,,2023-06-25,,,,,0
10501,IGNORAR,nao_itau_only,,2023-06-25,,,,,0
10502,IGNORAR,nao_itau_only,,2023-06-25,,,,,0
10503,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_3,2023-05-22,,,,3+1,250
10504,IGNORAR,nao_itau_only,,2023-07-25,,,,19,0
10505,IGNORAR,nao_itau_only,,2023-07-24,,,,,0
10506,IGNORAR,nao_itau_only,,2023-07-19,,,,4+1,0
10507,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_3,2023-07-19,,,,3+1,3337.04
10508,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_3,2023-07-24,,,,3+1,250
10509,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_3,2023-07-18,,,,3+1,598
10510,IGNORAR,nao_itau_only,,2023-07-18,,,,,0
10512,IGNORAR,nao_itau_only,,2023-07-05,,,,4+1,0
10513,IGNORAR,nao_itau_only,,2023-07-04,,,,4+1,0
10514,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_SAME_BANK,2023-07-25,,,,1,0
10515,IGNORAR,nao_itau_only,,2023-07-25,,,,1,0
10517,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_SEM_99PAY,2023-07-25,,,,1,115.66
10518,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_SAME_BANK,2023-07-28,,,,1,0
10519,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_SAME_BANK,2023-07-28,,,,1,0
10520,IGNORAR,nao_itau_only,,2023-07-10,,,,,0
10521,IGNORAR,nao_itau_only,,2023-07-27,,,,2+1,0
10523,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_SEM_99PAY,2023-07-25,,,,1,527
10524,IGNORAR,nao_itau_only,,2023-07-03,,,,2+1,0
10525,IGNORAR,nao_itau_only,,2023-06-13,,,,2+1,0
10527,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_3,2023-07-25,,,,3+1,230.45
10528,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_3,2023-07-27,,,,3+1,14015.89
10529,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_3,2023-07-31,,,,3+1,613.54
10530,IGNORAR,nao_itau_only,,2023-05-25,,,,1,0
10531,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_3,2023-08-01,,,,3+1,250
10532,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_3,2023-06-28,,,,3+1,1235.96
10533,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_SAME_BANK,2023-07-03,,,,1,0
10534,IGNORAR,nao_itau_only,,2023-07-28,,,,,0
10535,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_3,2023-07-17,,,,3+1,250
10536,IGNORAR,nao_itau_only,,2023-06-26,,,,2+1,0
10537,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_3,2023-06-23,,,,3+1,1000
10538,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_3,2023-05-29,,,,3+1,250
10539,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_3,2023-06-06,,,,3+1,1000
10540,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_5,2023-05-29,,,,5+1,-336.95
10541,IGNORAR,nao_itau_only,,2023-08-02,,,,4+1,0
10542,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_SAME_BANK,2023-06-27,,,,1,0
10543,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_SAME_BANK,2023-08-03,,,,1,0
10544,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_SAME_BANK,2023-08-03,,,,1,0
10545,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_SAME_BANK,2023-08-07,,,,1,0
10546,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_3,2023-08-03,,,,3+1,503.48
10547,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_3,2023-08-04,,,,3+1,282.72
10548,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_3,2023-08-10,,,,3+1,250
10549,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_5,2023-08-08,,,,5+1,1698.14
10550,IGNORAR,nao_itau_only,,2023-08-10,,,,4+1,0
10551,IGNORAR,nao_itau_only,,2023-08-10,,,,4+1,0
10552,IGNORAR,nao_itau_only,,2023-08-07,,,,4+1,0
10553,IGNORAR,nao_itau_only,,2023-08-09,,,,4+1,0
10554,IGNORAR,nao_itau_only,,2023-08-10,,,,4+1,0
10555,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_SAME_BANK,2023-08-07,,,,1,0
10556,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_SAME_BANK,2023-08-09,,,,1,0
10557,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_3,2023-08-11,,,,3+1,139.55
10558,IGNORAR,nao_itau_only,,2023-08-02,,,,4+1,0
10559,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_SEM_99PAY,2023-08-07,,,,1,50000
10560,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_3,2023-06-23,,,,3+1,414
10561,IGNORAR,nao_itau_only,,2023-08-11,,,,1,0
10562,IGNORAR,nao_itau_only,,2023-05-25,,,,2+1,0
10563,IGNORAR,nao_itau_only,,2023-05-25,,,,,0
10564,IGNORAR,nao_itau_only,,2023-04-20,,,,4+13,0
10565,IGNORAR,nao_itau_only,,2023-07-21,,,,13+1,0
10566,IGNORAR,nao_itau_only,,2023-06-28,,,,13+1,0
10567,IGNORAR,nao_itau_only,,2023-08-11,,,,13+1,0
10568,IGNORAR,nao_itau_only,,2023-08-11,,,,13+1,0
10569,IGNORAR,nao_itau_only,,2023-07-13,,,,13+1,0
10570,IGNORAR,nao_itau_only,,2023-06-25,,,,19,0
10572,IGNORAR,nao_itau_only,,2023-08-15,,,,,0
10573,IGNORAR,nao_itau_only,,2023-08-25,,,,1,0
10574,IGNORAR,nao_itau_only,,2023-08-25,,,,,0
10575,IGNORAR,nao_itau_only,,2023-08-25,,,,,0
10576,IGNORAR,nao_itau_only,,2023-08-25,,,,,0
10577,IGNORAR,nao_itau_only,,2023-08-25,,,,,0
10578,IGNORAR,nao_itau_only,,2023-08-25,,,,19,0
10579,IGNORAR,nao_itau_only,,2023-09-10,,,,,0
10580,IGNORAR,nao_itau_only,,2023-09-10,,,,,0
10581,IGNORAR,nao_itau_only,,2023-08-10,,,,,0
10582,IGNORAR,nao_itau_only,,2023-08-10,,,,,0
10583,IGNORAR,nao_itau_only,,2023-09-19,,,,19+1,0
10584,IGNORAR,nao_itau_only,,2023-08-21,,,,1,0
10585,IGNORAR,nao_itau_only,,2023-08-25,,,,1,0
10586,IGNORAR,nao_itau_only,,2023-06-26,,,,1,0
10587,IGNORAR,nao_itau_only,,2023-07-10,,,,1,0
10588,IGNORAR,nao_itau_only,,2024-08-25,,,,19,0
10589,IGNORAR,nao_itau_only,,2023-08-25,,,,,0
10590,IGNORAR,nao_itau_only,,2023-08-25,,,,,0
10591,IGNORAR,nao_itau_only,,2023-09-05,,,,,0
10592,IGNORAR,nao_itau_only,,2023-09-11,,,,,0
10593,IGNORAR,nao_itau_only,,2022-07-19,,,,,0
10594,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_3,2023-08-28,,,,3+1,250
10595,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_3,2023-09-13,,,,3+1,5187.53
