elo,status,motivo,subtipoPlan,dataMax,itauId,pay99Id,idsDesparear,bancosSys,somaPlan
8032,IGNORAR,nao_itau_only,,2021-08-07,,,,11,0
8033,IGNORAR,nao_itau_only,,2021-08-06,,,,,0
8034,IGNORAR,nao_itau_only,,2021-08-04,,,,3+11,2644.97
8035,IGNORAR,nao_itau_only,,2021-08-03,,,,4+1,0
8036,IGNORAR,nao_itau_only,,2021-08-02,,,,11,0
8037,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_3,2021-07-29,,,,3+1,8700
8038,IGNORAR,nao_itau_only,,2021-08-13,,,,1,0
8039,IGNORAR,nao_itau_only,,2021-08-13,,,,4+1,0
8040,IGNORAR,nao_itau_only,,2021-08-13,,,,11+1,0
8041,IGNORAR,nao_itau_only,,2021-08-11,,,,4+1,0
8042,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8043,IGNORAR,nao_itau_only,,2021-08-16,,,,19+1,0
8044,IGNORAR,nao_itau_only,,2021-08-10,,,,1,0
8047,IGNORAR,nao_itau_only,,2021-08-16,,,,1,0
8048,IGNORAR,nao_itau_only,,2021-08-16,,,,1,0
8049,IGNORAR,nao_itau_only,,2021-08-16,,,,1,0
8050,IGNORAR,nao_itau_only,,2021-09-10,,,,,0
8051,IGNORAR,nao_itau_only,,2021-09-10,,,,,0
8052,IGNORAR,nao_itau_only,,2021-09-10,,,,,0
8053,IGNORAR,nao_itau_only,,2021-09-10,,,,,0
8054,IGNORAR,nao_itau_only,,2021-09-10,,,,,0
8055,IGNORAR,nao_itau_only,,2021-08-10,,,,,0
8056,IGNORAR,nao_itau_only,,2021-08-10,,,,,0
8057,IGNORAR,nao_itau_only,,2021-08-10,,,,,0
8058,IGNORAR,nao_itau_only,,2021-08-10,,,,,0
8059,IGNORAR,nao_itau_only,,2021-08-10,,,,,0
8060,IGNORAR,nao_itau_only,,2021-08-10,,,,,0
8061,IGNORAR,nao_itau_only,,2021-08-10,,,,,0
8062,IGNORAR,nao_itau_only,,2021-08-13,,,,11+1,0
8063,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8064,IGNORAR,nao_itau_only,,2021-08-16,,,,1,0
8065,IGNORAR,nao_itau_only,,2021-08-16,,,,1,0
8066,IGNORAR,nao_itau_only,,2021-08-10,,,,14,0
8067,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8068,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8069,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8070,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8071,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8072,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8073,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8074,IGNORAR,nao_itau_only,,2021-08-16,,,,11+1,0
8075,IGNORAR,nao_itau_only,,2021-08-19,,,,1,0
8076,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8077,IGNORAR,nao_itau_only,,2021-09-10,,,,11,0
8078,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8079,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8080,IGNORAR,nao_itau_only,,2021-09-10,,,,11,0
8081,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8082,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8083,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8084,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8085,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8086,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8087,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8088,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8089,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8090,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8091,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8092,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8093,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8094,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8095,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8096,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8097,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8098,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8099,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8100,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8101,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8102,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8103,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8104,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8105,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8107,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8108,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8109,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8110,IGNORAR,nao_itau_only,,2021-05-06,,,,1,0
8111,IGNORAR,nao_itau_only,,2021-05-06,,,,1,0
8112,IGNORAR,nao_itau_only,,2021-05-06,,,,1,0
8113,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8118,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8119,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8120,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8121,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8122,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8123,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8124,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8125,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8126,IGNORAR,nao_itau_only,,2021-08-24,,,,11+1,0
8127,IGNORAR,nao_itau_only,,2021-09-10,,,,11,0
8128,IGNORAR,nao_itau_only,,2021-09-10,,,,11,0
8129,IGNORAR,nao_itau_only,,2021-08-23,,,,11+1,0
8130,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8131,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8132,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8133,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8134,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8135,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8136,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8137,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8138,IGNORAR,nao_itau_only,,2021-08-20,,,,11+1,0
8139,IGNORAR,nao_itau_only,,2021-08-20,,,,2+11,0
8140,IGNORAR,nao_itau_only,,2021-08-20,,,,4+11,0
8141,IGNORAR,nao_itau_only,,2021-08-20,,,,11+5,1320
8142,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_3,2021-08-19,,,,3+1,2563.15
8143,IGNORAR,nao_itau_only,,2021-08-19,,,,11+1,0
8144,IGNORAR,nao_itau_only,,2021-08-19,,,,4+1,0
8145,IGNORAR,nao_itau_only,,2021-08-17,,,,3+11,8700
8146,IGNORAR,nao_itau_only,,2021-08-16,,,,13+1,0
8147,IGNORAR,nao_itau_only,,2021-08-16,,,,3+11,248.05
8148,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_5,2021-08-13,,,,5+1,2500
8149,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_3,2021-08-13,,,,3+1,1200
8150,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_3,2021-08-11,,,,3+1,3000
8151,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8152,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8153,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8154,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8155,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8156,IGNORAR,nao_itau_only,,2021-09-10,,,,11,0
8157,IGNORAR,nao_itau_only,,2021-08-26,,,,11+1,0
8158,IGNORAR,nao_itau_only,,2021-08-26,,,,4+1,0
8159,IGNORAR,nao_itau_only,,2021-08-26,,,,,0
8160,IGNORAR,nao_itau_only,,2021-08-25,,,,11+1,0
8161,IGNORAR,nao_itau_only,,2021-08-25,,,,11+1,0
8162,IGNORAR,nao_itau_only,,2021-08-25,,,,11+1,0
8163,IGNORAR,nao_itau_only,,2021-08-24,,,,11+1,0
8164,IGNORAR,nao_itau_only,,2021-08-24,,,,4,0
8165,IGNORAR,nao_itau_only,,2021-08-16,,,,1,0
8166,IGNORAR,nao_itau_only,,2021-05-19,,,,14+1,0
8167,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_3,2021-08-24,,,,3+1,1116.53
8168,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8169,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8170,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8171,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8172,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8173,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8174,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8175,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8176,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8177,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8178,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8179,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8180,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8181,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8182,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8183,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8184,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8185,IGNORAR,nao_itau_only,,2021-09-10,,,,3,-1000
8186,IGNORAR,nao_itau_only,,2021-08-31,,,,14+1,0
8187,IGNORAR,nao_itau_only,,2021-08-31,,,,14+1,0
8188,IGNORAR,nao_itau_only,,2021-08-31,,,,14+1,0
8189,IGNORAR,nao_itau_only,,2021-08-30,,,,14+1,0
8190,IGNORAR,nao_itau_only,,2021-08-30,,,,11+1,0
8191,IGNORAR,nao_itau_only,,2021-08-27,,,,14+1,0
8192,IGNORAR,nao_itau_only,,2021-08-27,,,,11+14,0
8193,IGNORAR,nao_itau_only,,2021-08-26,,,,14+1,0
8194,IGNORAR,nao_itau_only,,2021-08-26,,,,14+1,0
8195,IGNORAR,nao_itau_only,,2021-08-26,,,,14+1,0
8196,IGNORAR,nao_itau_only,,2021-08-26,,,,14+1,0
8197,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_5,2021-08-26,,,,5+1,-2668
8198,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_5,2021-08-24,,,,5+1,1219.94
8199,IGNORAR,nao_itau_only,,2021-08-13,,,,2+11,0
8200,IGNORAR,nao_itau_only,,2021-08-31,,,,,0
8201,IGNORAR,nao_itau_only,,2021-08-19,,,,11+14,0
8202,IGNORAR,nao_itau_only,,2021-08-13,,,,11+14,0
8203,IGNORAR,nao_itau_only,,2021-09-10,,,,14,0
8204,IGNORAR,nao_itau_only,,2021-08-10,,,,14,0
8205,IGNORAR,nao_itau_only,,2021-09-10,,,,14,0
8206,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8207,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8208,IGNORAR,nao_itau_only,,2021-07-22,,,,1,0
8209,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8210,IGNORAR,nao_itau_only,,2021-08-25,,,,,0
8211,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8212,IGNORAR,nao_itau_only,,2021-07-27,,,,1,0
8213,IGNORAR,nao_itau_only,,2021-07-27,,,,1,0
8214,IGNORAR,nao_itau_only,,2021-05-10,,,,11+13,0
8215,IGNORAR,nao_itau_only,,2021-08-18,,,,11,0
8216,IGNORAR,nao_itau_only,,2021-06-02,,,,19+1,0
8217,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8218,IGNORAR,nao_itau_only,,2021-08-27,,,,11+1,0
8219,IGNORAR,nao_itau_only,,2021-08-27,,,,11+1,0
8220,IGNORAR,nao_itau_only,,2021-08-16,,,,11,0
8221,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8222,IGNORAR,nao_itau_only,,2021-09-06,,,,1,0
8223,IGNORAR,nao_itau_only,,2021-09-06,,,,1,0
8224,IGNORAR,nao_itau_only,,2021-09-06,,,,1,0
8225,IGNORAR,nao_itau_only,,2021-09-06,,,,1,0
8226,IGNORAR,nao_itau_only,,2021-09-06,,,,1,0
8227,IGNORAR,nao_itau_only,,2021-09-06,,,,1,0
8228,IGNORAR,nao_itau_only,,2021-09-03,,,,4+1,0
8229,IGNORAR,nao_itau_only,,2021-09-03,,,,11,0
8230,IGNORAR,nao_itau_only,,2021-09-03,,,,11,0
8231,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_SAME_BANK,2021-09-02,,,,1,0
8232,IGNORAR,nao_itau_only,,2021-09-02,,,,11+1,0
8233,IGNORAR,nao_itau_only,,2021-09-02,,,,14+1,0
8234,IGNORAR,nao_itau_only,,2021-09-02,,,,13+1,0
8235,IGNORAR,nao_itau_only,,2021-09-02,,,,4+1,0
8236,IGNORAR,nao_itau_only,,2021-09-01,,,,14+1,0
8237,IGNORAR,nao_itau_only,,2021-10-10,,,,1,0
8238,IGNORAR,nao_itau_only,,2021-10-10,,,,1,0
8239,IGNORAR,nao_itau_only,,2021-10-10,,,,1,0
8241,IGNORAR,nao_itau_only,,2021-10-10,,,,1,0
8242,IGNORAR,nao_itau_only,,2021-10-10,,,,1,0
8243,IGNORAR,nao_itau_only,,2021-10-10,,,,1,0
8244,IGNORAR,nao_itau_only,,2021-10-10,,,,1,0
8245,IGNORAR,nao_itau_only,,2021-10-10,,,,1,0
8246,IGNORAR,nao_itau_only,,2021-10-10,,,,1,0
8247,IGNORAR,nao_itau_only,,2021-10-10,,,,14,0
8248,IGNORAR,nao_itau_only,,2021-09-10,,,,,0
8249,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8250,IGNORAR,nao_itau_only,,2021-09-10,,,,,0
8251,IGNORAR,nao_itau_only,,2021-09-10,,,,14,0
8252,IGNORAR,nao_itau_only,,2021-09-10,,,,,0
8253,IGNORAR,nao_itau_only,,2021-09-10,,,,,0
8254,IGNORAR,nao_itau_only,,2021-09-10,,,,,0
8255,IGNORAR,nao_itau_only,,2021-09-10,,,,,0
8256,IGNORAR,nao_itau_only,,2021-09-10,,,,,0
8257,IGNORAR,nao_itau_only,,2021-09-10,,,,,0
8258,IGNORAR,nao_itau_only,,2021-09-10,,,,11,0
8259,IGNORAR,nao_itau_only,,2021-09-02,,,,14+1,0
8260,IGNORAR,nao_itau_only,,2021-09-03,,,,14+1,0
8261,IGNORAR,nao_itau_only,,2021-09-03,,,,14+1,0
8262,IGNORAR,nao_itau_only,,2021-09-10,,,,1,0
8263,IGNORAR,nao_itau_only,,2021-10-10,,,,1,0
8265,IGNORAR,nao_itau_only,,2021-10-10,,,,1,0
8266,IGNORAR,nao_itau_only,,2021-09-06,,,,4+1,0
8267,IGNORAR,nao_itau_only,,2021-09-10,,,,19+1,0
8268,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_SAME_BANK,2021-07-27,,,,1,0
8269,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_5,2021-09-03,,,,5+1,2121.95
8270,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_5,2021-09-02,,,,5+1,69.3
8271,IGNORAR,nao_itau_only,,2021-09-01,,,,,0
8272,IGNORAR,nao_itau_only,,2021-08-26,,,,14+19+1,0
8273,IGNORAR,nao_itau_only,,2021-08-09,,,,14,0
8274,IGNORAR,nao_itau_only,,2021-07-27,,,,14+19+1,0
8275,IGNORAR,nao_itau_only,,2021-07-16,,,,,0
8276,IGNORAR,nao_itau_only,,2021-07-01,,,,,0
8277,IGNORAR,nao_itau_only,,2021-05-17,,,,13,0
8278,IGNORAR,nao_itau_only,,2021-07-22,,,,11+14,0
8279,IGNORAR,nao_itau_only,,2021-06-10,,,,,0
8280,IGNORAR,nao_itau_only,,2021-08-16,,,,1,0
8281,IGNORAR,nao_itau_only,,2021-08-16,,,,1,0
8282,IGNORAR,nao_itau_only,,2021-08-16,,,,1,0
8283,IGNORAR,nao_itau_only,,2021-07-14,,,,,0
8284,IGNORAR,nao_itau_only,,2021-10-10,,,,1,0
8285,IGNORAR,nao_itau_only,,2021-09-08,,,,11+1,0
8286,IGNORAR,nao_itau_only,,2021-09-08,,,,,-2300
8287,IGNORAR,nao_itau_only,,2021-10-10,,,,11+1,0
8288,IGNORAR,nao_itau_only,,2021-03-18,,,,14,0
8289,IGNORAR,nao_itau_only,,2021-08-10,,,,1,0
8290,IGNORAR,nao_itau_only,,2021-08-11,,,,1,0
8291,IGNORAR,nao_itau_only,,2021-06-10,,,,1,0
8292,IGNORAR,nao_itau_only,,2021-07-10,,,,1,0
8293,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_SAME_BANK,2021-08-02,,,,1,0
8294,IGNORAR,nao_itau_only,,2021-09-08,,,,1,0
8295,IGNORAR,nao_itau_only,,2021-08-16,,,,1,0
8296,IGNORAR,nao_itau_only,,2021-08-17,,,,14+1,0
8297,IGNORAR,nao_itau_only,,2021-09-08,,,,1,0
8298,IGNORAR,nao_itau_only,,2021-09-08,,,,1,0
8299,IGNORAR,nao_itau_only,,2021-09-08,,,,1,0
8300,IGNORAR,nao_itau_only,,2021-09-08,,,,,0
8301,IGNORAR,nao_itau_only,,2021-08-20,,,,,0
8302,IGNORAR,nao_itau_only,,2021-09-09,,,,,0
8303,IGNORAR,nao_itau_only,,2021-10-10,,,,19+1,0
8304,IGNORAR,nao_itau_only,,2021-10-10,,,,1,0
8305,IGNORAR,nao_itau_only,,2021-10-10,,,,1,0
8306,IGNORAR,nao_itau_only,,2021-09-10,,,,14+1,0
8308,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_SAME_BANK,2021-09-10,,,,1,0
8309,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_3,2021-09-13,,,,3+1,220.46
8310,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_5,2021-09-13,,,,5+1,1999.99
8311,IGNORAR,nao_itau_only,,2021-10-10,,,,1,0
8312,IGNORAR,nao_itau_only,,2021-10-10,,,,1,0
8313,IGNORAR,nao_itau_only,,2021-10-10,,,,1,0
8315,IGNORAR,nao_itau_only,,2021-10-10,,,,1,0
8316,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_5,2021-09-09,,,,5+1,2000
8317,IGNORAR,nao_itau_only,,2021-09-09,,,,14+1,0
8319,IGNORAR,nao_itau_only,,2021-07-10,,,,1,0
8320,IGNORAR,nao_itau_only,,2018-08-30,,,,,0
8321,IGNORAR,nao_itau_only,,2020-03-06,,,,,-1087.03
8322,IGNORAR,nao_itau_only,,2020-02-05,,,,,-1087.03
8323,IGNORAR,nao_itau_only,,2020-01-06,,,,,-1087.03
8324,IGNORAR,nao_itau_only,,2017-02-23,,,,,0
8325,IGNORAR,nao_itau_only,,2021-09-16,,,,1,0
8326,IGNORAR,nao_itau_only,,2021-10-10,,,,1,0
8327,IGNORAR,nao_itau_only,,2021-10-10,,,,,0
8328,IGNORAR,nao_itau_only,,2021-10-10,,,,,0
8329,IGNORAR,nao_itau_only,,2021-10-10,,,,,0
8330,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_SAME_BANK,2021-09-17,,,,1,0
8331,IGNORAR,nao_itau_only,,2020-05-05,,,,14,0
8332,IGNORAR,nao_itau_only,,2020-05-12,,,,14,0
8333,IGNORAR,nao_itau_only,,2020-05-29,,,,14,0
8334,IGNORAR,nao_itau_only,,2020-06-09,,,,14,0
8335,IGNORAR,nao_itau_only,,2020-07-06,,,,14,0
8336,IGNORAR,nao_itau_only,,2020-07-07,,,,14,0
8337,IGNORAR,nao_itau_only,,2020-07-21,,,,14,0
8338,IGNORAR,nao_itau_only,,2020-07-29,,,,14,0
8339,IGNORAR,nao_itau_only,,2020-08-11,,,,14,0
8340,IGNORAR,nao_itau_only,,2020-09-04,,,,14,0
8341,IGNORAR,nao_itau_only,,2020-12-01,,,,14,0
8342,IGNORAR,nao_itau_only,,2021-09-15,,,,14+1,0
8343,IGNORAR,nao_itau_only,,2021-09-14,,,,14+1,0
8344,IGNORAR,nao_itau_only,,2021-09-13,,,,14+1,0
8345,IGNORAR,nao_itau_only,,2021-09-10,,,,14+1,0
8346,IGNORAR,nao_itau_only,,2021-09-10,,,,14+1,0
8347,IGNORAR,nao_itau_only,,2021-09-08,,,,14+1,0
8348,IGNORAR,nao_itau_only,,2020-09-25,,,,14,0
8349,IGNORAR,nao_itau_only,,2020-12-15,,,,14,0
8350,IGNORAR,nao_itau_only,,2020-11-01,,,,14,0
8351,IGNORAR,nao_itau_only,,2020-07-07,,,,14,0
8352,IGNORAR,nao_itau_only,,2020-09-25,,,,14,0
8353,IGNORAR,nao_itau_only,,2020-12-01,,,,14,0
8354,IGNORAR,nao_itau_only,,2021-10-10,,,,11,0
8355,IGNORAR,nao_itau_only,,2021-09-17,,,,14+1,0
8356,IGNORAR,nao_itau_only,,2021-10-10,,,,1,0
8357,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_5,2021-09-13,,,,5+1,16401.78
8358,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_5,2021-09-15,,,,5+1,776.37
8359,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_3,2021-09-15,,,,3+1,1200.01
8360,IGNORAR,nao_itau_only,,2021-09-15,,,,4+1,0
8361,IGNORAR,nao_itau_only,,2021-09-20,,,,,0
8362,IGNORAR,nao_itau_only,,2021-09-20,,,,14+1,0
8363,IGNORAR,nao_itau_only,,2021-09-20,,,,2+1,0
8364,IGNORAR,nao_itau_only,,2021-09-20,,,,4+1,0
8365,IGNORAR,nao_itau_only,,2021-09-20,,,,14+1,0
8367,IGNORAR,nao_itau_only,,2021-09-21,,,,,0
8368,IGNORAR,nao_itau_only,,2021-09-23,,,,14+1,0
8369,IGNORAR,nao_itau_only,,2021-09-23,,,,6+1,0
8370,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_5,2021-09-22,,,,5+1,-109
8371,IGNORAR,nao_itau_only,,2021-09-22,,,,4+1,0
8372,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_5,2021-09-21,,,,5+1,894.16
8373,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_5,2021-09-20,,,,5+1,1320.01
8374,IGNORAR,nao_itau_only,,2021-09-23,,,,14+1,0
8375,IGNORAR,nao_itau_only,,2021-09-24,,,,14+1,0
8376,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_3,2021-09-23,,,,3+1,1015.77
8377,IGNORAR,nao_itau_only,,2021-09-24,,,,3+14,463.54
8378,IGNORAR,nao_itau_only,,2021-10-10,,,,11,0
8379,IGNORAR,nao_itau_only,,2021-09-23,,,,,0
8380,IGNORAR,nao_itau_only,,2021-10-10,,,,19,0
8381,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_3,2021-09-08,,,,3+1,1150
8382,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_SEM_99PAY,2021-09-08,,,,3+1,1277.65
8383,IGNORAR,nao_itau_only,,2022-01-18,,,,,0
8384,IGNORAR,nao_itau_only,,2021-09-21,,,,14+1,0
8385,IGNORAR,nao_itau_only,,2021-09-24,,,,,0
8386,IGNORAR,nao_itau_only,,2021-09-24,,,,14+1,0
8387,IGNORAR,nao_itau_only,,2021-09-27,,,,4+1,0
8388,IGNORAR,nao_itau_only,,2021-09-22,,,,14+1,0
8389,IGNORAR,nao_itau_only,,2021-09-27,,,,14+1,0
8390,IGNORAR,nao_itau_only,,2021-09-27,,,,14+1,0
8391,IGNORAR,nao_itau_only,,2021-10-10,,,,,0
8392,IGNORAR,nao_itau_only,,2021-09-27,,,,14+1,0
8393,IGNORAR,nao_itau_only,,2021-10-10,,,,,0
8394,IGNORAR,nao_itau_only,,2021-10-10,,,,,0
8395,IGNORAR,nao_itau_only,,2021-10-10,,,,,0
8396,IGNORAR,nao_itau_only,,2021-09-27,,,,4+1,0
8397,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_SAME_BANK,2021-08-31,,,,1,0
8398,IGNORAR,nao_itau_only,,2021-09-10,,,,,0
8399,IGNORAR,nao_itau_only,,2021-09-27,,,,,0
8400,IGNORAR,nao_itau_only,,2021-09-29,,,,13+14,0
8401,IGNORAR,nao_itau_only,,2021-09-29,,,,14+1,0
8402,IGNORAR,nao_itau_only,,2021-09-29,,,,14+1,0
8403,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_3,2021-09-29,,,,3+1,3176.74
8404,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_3,2021-09-29,,,,3+1,8700
8405,IGNORAR,nao_itau_only,,2021-09-28,,,,14+1,0
8406,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_3,2021-09-28,,,,3+1,8700
8407,IGNORAR,nao_itau_only,,2021-09-29,,,,3+11+13+14+1,31200
8408,IGNORAR,nao_itau_only,,2021-09-30,,,,,0
8409,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_3,2021-09-30,,,,3+1,8700
8410,IGNORAR,nao_itau_only,,2021-10-06,,,,14+1,0
8411,IGNORAR,nao_itau_only,,2021-09-30,,,,14+1,0
8412,IGNORAR,nao_itau_only,,2021-10-01,,,,14+1,0
8413,IGNORAR,nao_itau_only,,2021-10-05,,,,4+14,0
8414,IGNORAR,nao_itau_only,,2021-10-06,,,,14+1,0
8415,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_5,2021-10-06,,,,5+1,2039.82
8416,IGNORAR,nao_itau_only,,2021-10-05,,,,4+1,0
8417,IGNORAR,nao_itau_only,,2021-09-27,,,,11+1,0
8418,IGNORAR,nao_itau_only,,2021-09-27,,,,11,0
8419,IGNORAR,nao_itau_only,,2021-09-28,,,,11,0
8420,IGNORAR,nao_itau_only,,2021-10-06,,,,11+1,0
8421,IGNORAR,nao_itau_only,,2021-09-22,,,,11,0
8422,IGNORAR,nao_itau_only,,2021-10-04,,,,4+1,0
8423,IGNORAR,nao_itau_only,,2021-10-04,,,,1,0
8424,IGNORAR,nao_itau_only,,2021-10-05,,,,3+4,1000
8425,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_3,2021-10-06,,,,3+1,301.2
8426,IGNORAR,antes_extrato_99pay,INTERBANCARIO_99PAY_DESTINO_3,2021-09-30,,,,3+1,-1496.66
8427,IGNORAR,nao_itau_only,,2021-10-10,,,,14,0
8429,IGNORAR,nao_itau_only,,2021-10-10,,,,1,0
8430,IGNORAR,nao_itau_only,,2021-10-10,,,,,0
8431,IGNORAR,nao_itau_only,,2021-10-10,,,,,0
